System,River,ReturnYear,Total_Returns,Label,ReturnsByAgeClass,Age,FW_Winters,Mar_Winters,Euro,GR,GRShort,BroodYear,RecruitsByAgeClass,MarineEntryYear,Total_Recruits,PercOfBrdYr,Total_Spawners_BroodYear,TotRecPerTotSpn
Columbia River,Bonneville Lock & Dam,2016,342498,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2009,0,2012,132065,0,177823,0.743
Columbia River,Bonneville Lock & Dam,2016,342498,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2009,0,2013,132065,0,177823,0.743
Columbia River,Bonneville Lock & Dam,2016,342498,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2010,0,2011,580958,0,386525,1.503
Columbia River,Bonneville Lock & Dam,2016,342498,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2010,0,2012,580958,0,386525,1.503
Columbia River,Bonneville Lock & Dam,2016,342498,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2010,0,2013,580958,0,386525,1.503
Columbia River,Bonneville Lock & Dam,2016,342498,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2010,0,2014,580958,0,386525,1.503
Columbia River,Bonneville Lock & Dam,2016,342498,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2011,0,2012,605785,0,185796,3.26
Columbia River,Bonneville Lock & Dam,2016,342498,AgeClass_1.3,36621,5,1,3,1.3,5_2,52,2011,36621,2013,605785,6.05,185796,3.26
Columbia River,Bonneville Lock & Dam,2016,342498,AgeClass_2.2,1828,5,2,2,2.2,5_3,53,2011,1828,2014,605785,0.3,185796,3.26
Columbia River,Bonneville Lock & Dam,2016,342498,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2011,0,2015,605785,0,185796,3.26
Columbia River,Bonneville Lock & Dam,2016,342498,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2012,0,2013,334999,0,515673,0.65
Columbia River,Bonneville Lock & Dam,2016,342498,AgeClass_1.2,301578,4,1,2,1.2,4_2,42,2012,301578,2014,334999,90.02,515673,0.65
Columbia River,Bonneville Lock & Dam,2016,342498,AgeClass_2.1,0,4,2,1,2.1,4_3,43,2012,0,2015,334999,0,515673,0.65
Columbia River,Bonneville Lock & Dam,2016,342498,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2013,0,2014,51655,0,185505,0.278
Columbia River,Bonneville Lock & Dam,2016,342498,AgeClass_1.1,2471,3,1,1,1.1,3_2,32,2013,2471,2015,51655,4.78,185505,0.278
Columbia River,Bonneville Lock & Dam,2016,342498,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2014,0,2015,202564,0,614179,0.33
Columbia River,Bonneville Lock & Dam,2017,87693,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2009,0,2013,132065,0,177823,0.743
Columbia River,Bonneville Lock & Dam,2017,87693,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2010,0,2012,580958,0,386525,1.503
Columbia River,Bonneville Lock & Dam,2017,87693,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2010,0,2013,580958,0,386525,1.503
Columbia River,Bonneville Lock & Dam,2017,87693,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2010,0,2014,580958,0,386525,1.503
Columbia River,Bonneville Lock & Dam,2017,87693,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2011,0,2012,605785,0,185796,3.26
Columbia River,Bonneville Lock & Dam,2017,87693,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2011,0,2013,605785,0,185796,3.26
Columbia River,Bonneville Lock & Dam,2017,87693,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2011,0,2014,605785,0,185796,3.26
Columbia River,Bonneville Lock & Dam,2017,87693,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2011,0,2015,605785,0,185796,3.26
Columbia River,Bonneville Lock & Dam,2017,87693,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2012,0,2013,334999,0,515673,0.65
Columbia River,Bonneville Lock & Dam,2017,87693,AgeClass_1.3,32300,5,1,3,1.3,5_2,52,2012,32300,2014,334999,9.64,515673,0.65
Columbia River,Bonneville Lock & Dam,2017,87693,AgeClass_2.2,351,5,2,2,2.2,5_3,53,2012,351,2015,334999,0.1,515673,0.65
Columbia River,Bonneville Lock & Dam,2017,87693,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2012,0,2016,334999,0,515673,0.65
Columbia River,Bonneville Lock & Dam,2017,87693,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2013,0,2014,51655,0,185505,0.278
Columbia River,Bonneville Lock & Dam,2017,87693,AgeClass_1.2,43014,4,1,2,1.2,4_2,42,2013,43014,2015,51655,83.27,185505,0.278
Columbia River,Bonneville Lock & Dam,2017,87693,AgeClass_2.1,629,4,2,1,2.1,4_3,43,2013,629,2016,51655,1.22,185505,0.278
Columbia River,Bonneville Lock & Dam,2017,87693,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2014,0,2015,202564,0,614179,0.33
Columbia River,Bonneville Lock & Dam,2017,87693,AgeClass_1.1,11400,3,1,1,1.1,3_2,32,2014,11400,2016,202564,5.63,614179,0.33
Columbia River,Bonneville Lock & Dam,2017,87693,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2015,0,2016,26941,0,510706,0.053
Columbia River,Bonneville Lock & Dam,2018,193816,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2010,0,2014,580958,0,386525,1.503
Columbia River,Bonneville Lock & Dam,2018,193816,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2011,0,2013,605785,0,185796,3.26
Columbia River,Bonneville Lock & Dam,2018,193816,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2011,0,2014,605785,0,185796,3.26
Columbia River,Bonneville Lock & Dam,2018,193816,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2011,0,2015,605785,0,185796,3.26
Columbia River,Bonneville Lock & Dam,2018,193816,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2012,0,2013,334999,0,515673,0.65
Columbia River,Bonneville Lock & Dam,2018,193816,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2012,0,2014,334999,0,515673,0.65
Columbia River,Bonneville Lock & Dam,2018,193816,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2012,0,2015,334999,0,515673,0.65
Columbia River,Bonneville Lock & Dam,2018,193816,AgeClass_3.2,78,6,3,2,3.2,6_4,64,2012,78,2016,334999,0.02,515673,0.65
Columbia River,Bonneville Lock & Dam,2018,193816,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2013,0,2014,51655,0,185505,0.278
Columbia River,Bonneville Lock & Dam,2018,193816,AgeClass_1.3,3208,5,1,3,1.3,5_2,52,2013,3208,2015,51655,6.21,185505,0.278
Columbia River,Bonneville Lock & Dam,2018,193816,AgeClass_2.2,1816,5,2,2,2.2,5_3,53,2013,1816,2016,51655,3.52,185505,0.278
Columbia River,Bonneville Lock & Dam,2018,193816,AgeClass_3.1,476,5,3,1,3.1,5_4,54,2013,476,2017,51655,0.92,185505,0.278
Columbia River,Bonneville Lock & Dam,2018,193816,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2014,0,2015,202564,0,614179,0.33
Columbia River,Bonneville Lock & Dam,2018,193816,AgeClass_1.2,185170,4,1,2,1.2,4_2,42,2014,185170,2016,202564,91.41,614179,0.33
Columbia River,Bonneville Lock & Dam,2018,193816,AgeClass_2.1,2294,4,2,1,2.1,4_3,43,2014,2294,2017,202564,1.13,614179,0.33
Columbia River,Bonneville Lock & Dam,2018,193816,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2015,0,2016,26941,0,510706,0.053
Columbia River,Bonneville Lock & Dam,2018,193816,AgeClass_1.1,696,3,1,1,1.1,3_2,32,2015,696,2017,26941,2.58,510706,0.053
Columbia River,Bonneville Lock & Dam,2018,193816,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2016,0,2017,393689,0,342498,1.149
Columbia River,Bonneville Lock & Dam,2019,63046,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2011,0,2015,605785,0,185796,3.26
Columbia River,Bonneville Lock & Dam,2019,63046,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2012,0,2014,334999,0,515673,0.65
Columbia River,Bonneville Lock & Dam,2019,63046,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2012,0,2015,334999,0,515673,0.65
Columbia River,Bonneville Lock & Dam,2019,63046,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2012,0,2016,334999,0,515673,0.65
Columbia River,Bonneville Lock & Dam,2019,63046,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2013,0,2014,51655,0,185505,0.278
Columbia River,Bonneville Lock & Dam,2019,63046,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2013,0,2015,51655,0,185505,0.278
Columbia River,Bonneville Lock & Dam,2019,63046,AgeClass_2.3,41,6,2,3,2.3,6_3,63,2013,41,2016,51655,0.08,185505,0.278
Columbia River,Bonneville Lock & Dam,2019,63046,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2013,0,2017,51655,0,185505,0.278
Columbia River,Bonneville Lock & Dam,2019,63046,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2014,0,2015,202564,0,614179,0.33
Columbia River,Bonneville Lock & Dam,2019,63046,AgeClass_1.3,763,5,1,3,1.3,5_2,52,2014,763,2016,202564,0.38,614179,0.33
Columbia River,Bonneville Lock & Dam,2019,63046,AgeClass_2.2,2896,5,2,2,2.2,5_3,53,2014,2896,2017,202564,1.43,614179,0.33
Columbia River,Bonneville Lock & Dam,2019,63046,AgeClass_3.1,41,5,3,1,3.1,5_4,54,2014,41,2018,202564,0.02,614179,0.33
Columbia River,Bonneville Lock & Dam,2019,63046,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2015,0,2016,26941,0,510706,0.053
Columbia River,Bonneville Lock & Dam,2019,63046,AgeClass_1.2,10880,4,1,2,1.2,4_2,42,2015,10880,2017,26941,40.38,510706,0.053
Columbia River,Bonneville Lock & Dam,2019,63046,AgeClass_2.1,14092,4,2,1,2.1,4_3,43,2015,14092,2018,26941,52.31,510706,0.053
Columbia River,Bonneville Lock & Dam,2019,63046,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2016,0,2017,393689,0,342498,1.149
Columbia River,Bonneville Lock & Dam,2019,63046,AgeClass_1.1,34333,3,1,1,1.1,3_2,32,2016,34333,2018,393689,8.72,342498,1.149
Columbia River,Bonneville Lock & Dam,2019,63046,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2017,0,2018,108500,0,87693,1.237
Columbia River,Bonneville Lock & Dam,2020,341739,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2012,0,2016,334999,0,515673,0.65
Columbia River,Bonneville Lock & Dam,2020,341739,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2013,0,2015,51655,0,185505,0.278
Columbia River,Bonneville Lock & Dam,2020,341739,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2013,0,2016,51655,0,185505,0.278
Columbia River,Bonneville Lock & Dam,2020,341739,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2013,0,2017,51655,0,185505,0.278
Columbia River,Bonneville Lock & Dam,2020,341739,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2014,0,2015,202564,0,614179,0.33
Columbia River,Bonneville Lock & Dam,2020,341739,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2014,0,2016,202564,0,614179,0.33
Columbia River,Bonneville Lock & Dam,2020,341739,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2014,0,2017,202564,0,614179,0.33
Columbia River,Bonneville Lock & Dam,2020,341739,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2014,0,2018,202564,0,614179,0.33
Columbia River,Bonneville Lock & Dam,2020,341739,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2015,0,2016,26941,0,510706,0.053
Columbia River,Bonneville Lock & Dam,2020,341739,AgeClass_1.3,591,5,1,3,1.3,5_2,52,2015,591,2017,26941,2.19,510706,0.053
Columbia River,Bonneville Lock & Dam,2020,341739,AgeClass_2.2,682,5,2,2,2.2,5_3,53,2015,682,2018,26941,2.53,510706,0.053
Columbia River,Bonneville Lock & Dam,2020,341739,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2015,0,2019,26941,0,510706,0.053
Columbia River,Bonneville Lock & Dam,2020,341739,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2016,0,2017,393689,0,342498,1.149
Columbia River,Bonneville Lock & Dam,2020,341739,AgeClass_1.2,337115,4,1,2,1.2,4_2,42,2016,337115,2018,393689,85.63,342498,1.149
Columbia River,Bonneville Lock & Dam,2020,341739,AgeClass_2.1,409,4,2,1,2.1,4_3,43,2016,409,2019,393689,0.1,342498,1.149
Columbia River,Bonneville Lock & Dam,2020,341739,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2017,0,2018,108500,0,87693,1.237
Columbia River,Bonneville Lock & Dam,2020,341739,AgeClass_1.1,2943,3,1,1,1.1,3_2,32,2017,2943,2019,108500,2.71,87693,1.237
Columbia River,Bonneville Lock & Dam,2020,341739,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2018,0,2019,722418,0,193816,3.727
Columbia River,Bonneville Lock & Dam,2021,151765,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2013,0,2017,51655,0,185505,0.278
Columbia River,Bonneville Lock & Dam,2021,151765,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2014,0,2016,202564,0,614179,0.33
Columbia River,Bonneville Lock & Dam,2021,151765,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2014,0,2017,202564,0,614179,0.33
Columbia River,Bonneville Lock & Dam,2021,151765,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2014,0,2018,202564,0,614179,0.33
Columbia River,Bonneville Lock & Dam,2021,151765,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2015,0,2016,26941,0,510706,0.053
Columbia River,Bonneville Lock & Dam,2021,151765,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2015,0,2017,26941,0,510706,0.053
Columbia River,Bonneville Lock & Dam,2021,151765,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2015,0,2018,26941,0,510706,0.053
Columbia River,Bonneville Lock & Dam,2021,151765,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2015,0,2019,26941,0,510706,0.053
Columbia River,Bonneville Lock & Dam,2021,151765,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2016,0,2017,393689,0,342498,1.149
Columbia River,Bonneville Lock & Dam,2021,151765,AgeClass_1.3,20844,5,1,3,1.3,5_2,52,2016,20844,2018,393689,5.29,342498,1.149
Columbia River,Bonneville Lock & Dam,2021,151765,AgeClass_2.2,988,5,2,2,2.2,5_3,53,2016,988,2019,393689,0.25,342498,1.149
Columbia River,Bonneville Lock & Dam,2021,151765,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2016,0,2020,393689,0,342498,1.149
Columbia River,Bonneville Lock & Dam,2021,151765,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2017,0,2018,108500,0,87693,1.237
Columbia River,Bonneville Lock & Dam,2021,151765,AgeClass_1.2,87103,4,1,2,1.2,4_2,42,2017,87103,2019,108500,80.28,87693,1.237
Columbia River,Bonneville Lock & Dam,2021,151765,AgeClass_2.1,1437,4,2,1,2.1,4_3,43,2017,1437,2020,108500,1.32,87693,1.237
Columbia River,Bonneville Lock & Dam,2021,151765,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2018,0,2019,722418,0,193816,3.727
Columbia River,Bonneville Lock & Dam,2021,151765,AgeClass_1.1,41393,3,1,1,1.1,3_2,32,2018,41393,2020,722418,5.73,193816,3.727
Columbia River,Bonneville Lock & Dam,2021,151765,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2019,0,2020,291335,0,63046,4.621
Columbia River,Bonneville Lock & Dam,2022,663253,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2014,0,2018,202564,0,614179,0.33
Columbia River,Bonneville Lock & Dam,2022,663253,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2015,0,2017,26941,0,510706,0.053
Columbia River,Bonneville Lock & Dam,2022,663253,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2015,0,2018,26941,0,510706,0.053
Columbia River,Bonneville Lock & Dam,2022,663253,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2015,0,2019,26941,0,510706,0.053
Columbia River,Bonneville Lock & Dam,2022,663253,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2016,0,2017,393689,0,342498,1.149
Columbia River,Bonneville Lock & Dam,2022,663253,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2016,0,2018,393689,0,342498,1.149
Columbia River,Bonneville Lock & Dam,2022,663253,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2016,0,2019,393689,0,342498,1.149
Columbia River,Bonneville Lock & Dam,2022,663253,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2016,0,2020,393689,0,342498,1.149
Columbia River,Bonneville Lock & Dam,2022,663253,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2017,0,2018,108500,0,87693,1.237
Columbia River,Bonneville Lock & Dam,2022,663253,AgeClass_1.3,14244,5,1,3,1.3,5_2,52,2017,14244,2019,108500,13.13,87693,1.237
Columbia River,Bonneville Lock & Dam,2022,663253,AgeClass_2.2,2773,5,2,2,2.2,5_3,53,2017,2773,2020,108500,2.56,87693,1.237
Columbia River,Bonneville Lock & Dam,2022,663253,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2017,0,2021,108500,0,87693,1.237
Columbia River,Bonneville Lock & Dam,2022,663253,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2018,0,2019,722418,0,193816,3.727
Columbia River,Bonneville Lock & Dam,2022,663253,AgeClass_1.2,628929,4,1,2,1.2,4_2,42,2018,628929,2020,722418,87.06,193816,3.727
Columbia River,Bonneville Lock & Dam,2022,663253,AgeClass_2.1,4224,4,2,1,2.1,4_3,43,2018,4224,2021,722418,0.58,193816,3.727
Columbia River,Bonneville Lock & Dam,2022,663253,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2019,0,2020,291335,0,63046,4.621
Columbia River,Bonneville Lock & Dam,2022,663253,AgeClass_1.1,13084,3,1,1,1.1,3_2,32,2019,13084,2021,291335,4.49,63046,4.621
Columbia River,Bonneville Lock & Dam,2022,663253,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2020,0,2021,780608,0,341739,2.284
Columbia River,Bonneville Lock & Dam,2023,327600,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2015,0,2019,26941,0,510706,0.053
Columbia River,Bonneville Lock & Dam,2023,327600,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2016,0,2018,393689,0,342498,1.149
Columbia River,Bonneville Lock & Dam,2023,327600,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2016,0,2019,393689,0,342498,1.149
Columbia River,Bonneville Lock & Dam,2023,327600,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2016,0,2020,393689,0,342498,1.149
Columbia River,Bonneville Lock & Dam,2023,327600,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2017,0,2018,108500,0,87693,1.237
Columbia River,Bonneville Lock & Dam,2023,327600,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2017,0,2019,108500,0,87693,1.237
Columbia River,Bonneville Lock & Dam,2023,327600,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2017,0,2020,108500,0,87693,1.237
Columbia River,Bonneville Lock & Dam,2023,327600,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2017,0,2021,108500,0,87693,1.237
Columbia River,Bonneville Lock & Dam,2023,327600,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2018,0,2019,722418,0,193816,3.727
Columbia River,Bonneville Lock & Dam,2023,327600,AgeClass_1.3,33729,5,1,3,1.3,5_2,52,2018,33729,2020,722418,4.67,193816,3.727
Columbia River,Bonneville Lock & Dam,2023,327600,AgeClass_2.2,13943,5,2,2,2.2,5_3,53,2018,13943,2021,722418,1.93,193816,3.727
Columbia River,Bonneville Lock & Dam,2023,327600,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2018,0,2022,722418,0,193816,3.727
Columbia River,Bonneville Lock & Dam,2023,327600,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2019,0,2020,291335,0,63046,4.621
Columbia River,Bonneville Lock & Dam,2023,327600,AgeClass_1.2,249066,4,1,2,1.2,4_2,42,2019,249066,2021,291335,85.49,63046,4.621
Columbia River,Bonneville Lock & Dam,2023,327600,AgeClass_2.1,744,4,2,1,2.1,4_3,43,2019,744,2022,291335,0.26,63046,4.621
Columbia River,Bonneville Lock & Dam,2023,327600,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2020,0,2021,780608,0,341739,2.284
Columbia River,Bonneville Lock & Dam,2023,327600,AgeClass_1.1,30066,3,1,1,1.1,3_2,32,2020,30066,2022,780608,3.85,341739,2.284
Columbia River,Bonneville Lock & Dam,2023,327600,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2021,0,2022,139542,0,151765,0.919
Columbia River,Bonneville Lock & Dam,2024,755909,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2016,0,2020,393689,0,342498,1.149
Columbia River,Bonneville Lock & Dam,2024,755909,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2017,0,2019,108500,0,87693,1.237
Columbia River,Bonneville Lock & Dam,2024,755909,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2017,0,2020,108500,0,87693,1.237
Columbia River,Bonneville Lock & Dam,2024,755909,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2017,0,2021,108500,0,87693,1.237
Columbia River,Bonneville Lock & Dam,2024,755909,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2018,0,2019,722418,0,193816,3.727
Columbia River,Bonneville Lock & Dam,2024,755909,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2018,0,2020,722418,0,193816,3.727
Columbia River,Bonneville Lock & Dam,2024,755909,AgeClass_2.3,200,6,2,3,2.3,6_3,63,2018,200,2021,722418,0.03,193816,3.727
Columbia River,Bonneville Lock & Dam,2024,755909,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2018,0,2022,722418,0,193816,3.727
Columbia River,Bonneville Lock & Dam,2024,755909,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2019,0,2020,291335,0,63046,4.621
Columbia River,Bonneville Lock & Dam,2024,755909,AgeClass_1.3,18575,5,1,3,1.3,5_2,52,2019,18575,2021,291335,6.38,63046,4.621
Columbia River,Bonneville Lock & Dam,2024,755909,AgeClass_2.2,9630,5,2,2,2.2,5_3,53,2019,9630,2022,291335,3.31,63046,4.621
Columbia River,Bonneville Lock & Dam,2024,755909,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2019,0,2023,291335,0,63046,4.621
Columbia River,Bonneville Lock & Dam,2024,755909,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2020,0,2021,780608,0,341739,2.284
Columbia River,Bonneville Lock & Dam,2024,755909,AgeClass_1.2,706422,4,1,2,1.2,4_2,42,2020,706422,2022,780608,90.5,341739,2.284
Columbia River,Bonneville Lock & Dam,2024,755909,AgeClass_2.1,9395,4,2,1,2.1,4_3,43,2020,9395,2023,780608,1.2,341739,2.284
Columbia River,Bonneville Lock & Dam,2024,755909,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2021,0,2022,139542,0,151765,0.919
Columbia River,Bonneville Lock & Dam,2024,755909,AgeClass_1.1,11687,3,1,1,1.1,3_2,32,2021,11687,2023,139542,8.38,151765,0.919
Columbia River,Bonneville Lock & Dam,2024,755909,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2022,0,2023,3761,0,663253,0.006
Columbia River,Bonneville Lock & Dam,2025,166711,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2017,0,2021,108500,0,87693,1.237
Columbia River,Bonneville Lock & Dam,2025,166711,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2018,0,2020,722418,0,193816,3.727
Columbia River,Bonneville Lock & Dam,2025,166711,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2018,0,2021,722418,0,193816,3.727
Columbia River,Bonneville Lock & Dam,2025,166711,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2018,0,2022,722418,0,193816,3.727
Columbia River,Bonneville Lock & Dam,2025,166711,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2019,0,2020,291335,0,63046,4.621
Columbia River,Bonneville Lock & Dam,2025,166711,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2019,0,2021,291335,0,63046,4.621
Columbia River,Bonneville Lock & Dam,2025,166711,AgeClass_2.3,236,6,2,3,2.3,6_3,63,2019,236,2022,291335,0.08,63046,4.621
Columbia River,Bonneville Lock & Dam,2025,166711,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2019,0,2023,291335,0,63046,4.621
Columbia River,Bonneville Lock & Dam,2025,166711,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2020,0,2021,780608,0,341739,2.284
Columbia River,Bonneville Lock & Dam,2025,166711,AgeClass_1.3,22835,5,1,3,1.3,5_2,52,2020,22835,2022,780608,2.93,341739,2.284
Columbia River,Bonneville Lock & Dam,2025,166711,AgeClass_2.2,11890,5,2,2,2.2,5_3,53,2020,11890,2023,780608,1.52,341739,2.284
Columbia River,Bonneville Lock & Dam,2025,166711,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2020,0,2024,780608,0,341739,2.284
Columbia River,Bonneville Lock & Dam,2025,166711,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2021,0,2022,139542,0,151765,0.919
Columbia River,Bonneville Lock & Dam,2025,166711,AgeClass_1.2,127078,4,1,2,1.2,4_2,42,2021,127078,2023,139542,91.07,151765,0.919
Columbia River,Bonneville Lock & Dam,2025,166711,AgeClass_2.1,777,4,2,1,2.1,4_3,43,2021,777,2024,139542,0.56,151765,0.919
Columbia River,Bonneville Lock & Dam,2025,166711,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2022,0,2023,3761,0,663253,0.006
Columbia River,Bonneville Lock & Dam,2025,166711,AgeClass_1.1,3761,3,1,1,1.1,3_2,32,2022,3761,2024,3761,100,663253,0.006
Columbia River,Bonneville Lock & Dam,2025,166711,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2023,0,2024,NA,NA,327600,NA
Columbia River,Okanagan,2003,9395,AgeClass_3.4,0,8,3,4,3.4,8_4,84,1995,0,1999,NA,NA,NA,NA
Columbia River,Okanagan,2003,9395,AgeClass_1.5,0,7,1,5,1.5,7_2,72,1996,0,1998,NA,NA,NA,NA
Columbia River,Okanagan,2003,9395,AgeClass_2.4,0,7,2,4,2.4,7_3,73,1996,0,1999,NA,NA,NA,NA
Columbia River,Okanagan,2003,9395,AgeClass_3.3,0,7,3,3,3.3,7_4,74,1996,0,2000,NA,NA,NA,NA
Columbia River,Okanagan,2003,9395,AgeClass_0.5,0,6,0,5,0.5,6_1,61,1997,0,1998,0,NA,NA,NA
Columbia River,Okanagan,2003,9395,AgeClass_1.4,0,6,1,4,1.4,6_2,62,1997,0,1999,0,NA,NA,NA
Columbia River,Okanagan,2003,9395,AgeClass_2.3,0,6,2,3,2.3,6_3,63,1997,0,2000,0,NA,NA,NA
Columbia River,Okanagan,2003,9395,AgeClass_3.2,0,6,3,2,3.2,6_4,64,1997,0,2001,0,NA,NA,NA
Columbia River,Okanagan,2003,9395,AgeClass_0.4,0,5,0,4,0.4,5_1,51,1998,0,1999,422,0,NA,NA
Columbia River,Okanagan,2003,9395,AgeClass_1.3,140,5,1,3,1.3,5_2,52,1998,140,2000,422,33.18,NA,NA
