System,River,BroodYear,Age,MarineEntryYear,ReturnYear,ReturnsByAge,Label,Euro,GR,Perc_Med,FW_Winters,Mar_Winters,MarineEntryOffset_BrYr,MarineEntryOffset_RetYr,Total_Spawners_BroodYear
Bristol Bay,Igushik,1996,3,1997,1999,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,401000
Bristol Bay,Igushik,1995,4,1997,1999,376061.83,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,473000
Bristol Bay,Igushik,1994,5,1996,1999,478394.41,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,445920
Bristol Bay,Igushik,1993,6,1996,1999,4861.51,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,406000
Bristol Bay,Igushik,1997,3,1998,2000,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,127704
Bristol Bay,Igushik,1996,4,1998,2000,77031.9,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,401000
Bristol Bay,Igushik,1995,5,1997,2000,887786.99,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,473000
Bristol Bay,Igushik,1994,6,1997,2000,17921.34,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,445920
Bristol Bay,Igushik,1998,3,1999,2001,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,215904
Bristol Bay,Igushik,1997,4,1999,2001,3125.71,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,127704
Bristol Bay,Igushik,1996,5,1998,2001,801200.33,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,401000
Bristol Bay,Igushik,1995,6,1998,2001,14407.329999999998,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,473000
Bristol Bay,Igushik,1999,3,2000,2002,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,446000
Bristol Bay,Igushik,1998,4,2000,2002,130362.46,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,215904
Bristol Bay,Igushik,1997,5,1999,2002,61190.340000000004,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,127704
Bristol Bay,Igushik,1996,6,1999,2002,8130.88,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,401000
Bristol Bay,Igushik,2000,3,2001,2003,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,413000
Bristol Bay,Igushik,1999,4,2001,2003,60919.4,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,446000
Bristol Bay,Igushik,1998,5,2000,2003,396172.91,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,215904
Bristol Bay,Igushik,1997,6,2000,2003,35028.89000000001,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,127704
Bristol Bay,Igushik,2001,3,2002,2004,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,409596
Bristol Bay,Igushik,2000,4,2002,2004,53303.01,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,413000
Bristol Bay,Igushik,1999,5,2001,2004,205233.76,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,446000
Bristol Bay,Igushik,1998,6,2001,2004,9818.78,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,215904
Bristol Bay,Igushik,2002,3,2003,2005,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,123156
Bristol Bay,Igushik,2001,4,2003,2005,31827.32,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,409596
Bristol Bay,Igushik,2000,5,2002,2005,672923.63,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,413000
Bristol Bay,Igushik,1999,6,2002,2005,96336.38,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,446000
Bristol Bay,Igushik,2003,3,2004,2006,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,194088
Bristol Bay,Igushik,2002,4,2004,2006,235172.33,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,123156
Bristol Bay,Igushik,2001,5,2003,2006,451012.95,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,409596
Bristol Bay,Igushik,2000,6,2003,2006,41558.9,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,413000
Bristol Bay,Igushik,2004,3,2005,2007,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,109650
Bristol Bay,Igushik,2003,4,2005,2007,772529.88,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,194088
Bristol Bay,Igushik,2002,5,2004,2007,242881.91,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,123156
Bristol Bay,Igushik,2001,6,2004,2007,7263.19,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,409596
Bristol Bay,Igushik,2005,3,2006,2008,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,366000
Bristol Bay,Igushik,2004,4,2006,2008,596355.81,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,109650
Bristol Bay,Igushik,2003,5,2005,2008,1275865.19,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,194088
Bristol Bay,Igushik,2002,6,2005,2008,17150.78,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,123156
Bristol Bay,Igushik,2006,3,2007,2009,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,305268
Bristol Bay,Igushik,2005,4,2007,2009,326356.13,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,366000
Bristol Bay,Igushik,2004,5,2006,2009,1219308.66,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,109650
Bristol Bay,Igushik,2003,6,2006,2009,39683.21,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,194088
Bristol Bay,Igushik,2007,3,2008,2010,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,415452
Bristol Bay,Igushik,2006,4,2008,2010,189045.31,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,305268
Bristol Bay,Igushik,2005,5,2007,2010,1199069.9,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,366000
Bristol Bay,Igushik,2004,6,2007,2010,19755.9,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,109650
Bristol Bay,Igushik,2008,3,2009,2011,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,1050000
Bristol Bay,Igushik,2007,4,2009,2011,160642.15,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,415452
Bristol Bay,Igushik,2006,5,2008,2011,800803.77,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,305268
Bristol Bay,Igushik,2005,6,2008,2011,54412.17,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,366000
Bristol Bay,Igushik,2009,3,2010,2012,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,514188
Bristol Bay,Igushik,2008,4,2010,2012,52686.86,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,1050000
Bristol Bay,Igushik,2007,5,2009,2012,439085.71,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,415452
Bristol Bay,Igushik,2006,6,2009,2012,15417.3,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,305268
Bristol Bay,Igushik,2010,3,2011,2013,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,518040
Bristol Bay,Igushik,2009,4,2011,2013,132117.48,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,514188
Bristol Bay,Igushik,2008,5,2010,2013,551583.22,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,1050000
Bristol Bay,Igushik,2007,6,2010,2013,8920.5,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,415452
Bristol Bay,Igushik,2011,3,2012,2014,810.74,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,421380
Bristol Bay,Igushik,2010,4,2012,2014,567822.62,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,518040
Bristol Bay,Igushik,2009,5,2011,2014,808175.26,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,514188
Bristol Bay,Igushik,2008,6,2011,2014,59575.63,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,1050000
Bristol Bay,Igushik,2012,3,2013,2015,389.18,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,193326
Bristol Bay,Igushik,2011,4,2013,2015,507823.44,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,421380
Bristol Bay,Igushik,2010,5,2012,2015,1133308.63,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,518040
Bristol Bay,Igushik,2009,6,2012,2015,1804.57,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,514188
Bristol Bay,Igushik,2013,3,2014,2016,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,387000
Bristol Bay,Igushik,2012,4,2014,2016,365542.45,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,193326
Bristol Bay,Igushik,2011,5,2013,2016,1471352.1500000001,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,421380
Bristol Bay,Igushik,2010,6,2013,2016,13439.1,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,518040
Bristol Bay,Igushik,2014,3,2015,2017,1765.77,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,341000
Bristol Bay,Igushik,2013,4,2015,2017,906912.97,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,387000
Bristol Bay,Igushik,2012,5,2014,2017,316518.08,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,193326
Bristol Bay,Igushik,2011,6,2014,2017,5114.9,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,421380
Bristol Bay,Igushik,2015,3,2016,2018,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,651000
Bristol Bay,Igushik,2014,4,2016,2018,734903.92,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,341000
Bristol Bay,Igushik,2013,5,2015,2018,1181555.31,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,387000
Bristol Bay,Igushik,2012,6,2015,2018,3629.09,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,193326
Bristol Bay,Igushik,2016,3,2017,2019,850.61,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,469000
Bristol Bay,Igushik,2015,4,2017,2019,233250.39,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,651000
Bristol Bay,Igushik,2014,5,2016,2019,1120532.3800000001,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,341000
Bristol Bay,Igushik,2013,6,2016,2019,4293.6,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,387000
Bristol Bay,Igushik,2017,3,2018,2020,2072.55,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,578700
Bristol Bay,Igushik,2016,4,2018,2020,555164.65,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,469000
Bristol Bay,Igushik,2015,5,2017,2020,655309.6,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,651000
Bristol Bay,Igushik,2014,6,2017,2020,2.21,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,341000
Bristol Bay,Igushik,2018,3,2019,2021,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,771000
Bristol Bay,Igushik,2017,4,2019,2021,1014243.62,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,578700
Bristol Bay,Igushik,2016,5,2018,2021,943584.61,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,469000
Bristol Bay,Igushik,2015,6,2018,2021,65389.55,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,651000
Bristol Bay,Igushik,2019,3,2020,2022,668.49,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,256074
Bristol Bay,Igushik,2018,4,2020,2022,664431.29,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,771000
Bristol Bay,Igushik,2017,5,2019,2022,2310252.89,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,578700
Bristol Bay,Igushik,2016,6,2019,2022,10866.58,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,469000
Bristol Bay,Igushik,2020,3,2021,2023,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,323814
Bristol Bay,Igushik,2019,4,2021,2023,303697.42,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,256074
Bristol Bay,Igushik,2018,5,2020,2023,1046811.48,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,771000
Bristol Bay,Igushik,2017,6,2020,2023,29350.18,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,578700
Bristol Bay,Igushik,2021,3,2022,2024,2390.6,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,878952
Bristol Bay,Igushik,2020,4,2022,2024,1132855.68,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,323814
Bristol Bay,Igushik,2019,5,2021,2024,424670.49,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,256074
Bristol Bay,Igushik,2018,6,2021,2024,12333.329999999998,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,771000
Bristol Bay,Igushik,2022,3,2023,2025,1095.88,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,378768
Bristol Bay,Igushik,2021,4,2023,2025,164572,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,878952
Bristol Bay,Igushik,2020,5,2022,2025,2807451.1399999997,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,323814
Bristol Bay,Igushik,2019,6,2022,2025,56231.630000000005,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,256074
Bristol Bay,Kvichak,1960,3,1962,1963,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,NA
Bristol Bay,Kvichak,1959,4,1961,1963,237464.25,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,NA
Bristol Bay,Kvichak,1958,5,1961,1963,172800.22,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,NA
Bristol Bay,Kvichak,1957,6,1960,1963,205074.08,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,NA
Bristol Bay,Kvichak,1961,3,1963,1964,1601.85,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,NA
Bristol Bay,Kvichak,1960,4,1962,1964,1906426.04,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,NA
Bristol Bay,Kvichak,1959,5,1962,1964,208489.01,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,NA
Bristol Bay,Kvichak,1958,6,1961,1964,65168.16,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,NA
Bristol Bay,Kvichak,1962,3,1964,1965,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,NA
Bristol Bay,Kvichak,1961,4,1963,1965,415244.56,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,NA
Bristol Bay,Kvichak,1960,5,1963,1965,48204372.68,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,NA
Bristol Bay,Kvichak,1959,6,1962,1965,7687.68,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,NA
Bristol Bay,Kvichak,1963,3,1965,1966,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,338760
Bristol Bay,Kvichak,1962,4,1964,1966,109786.72,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,NA
Bristol Bay,Kvichak,1961,5,1964,1966,2508901.28,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,NA
Bristol Bay,Kvichak,1960,6,1963,1966,6296844.98,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,NA
Bristol Bay,Kvichak,1964,3,1966,1967,3244.01,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,957120
Bristol Bay,Kvichak,1963,4,1965,1967,31950.41,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,338760
Bristol Bay,Kvichak,1962,5,1965,1967,4853290.93,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,NA
Bristol Bay,Kvichak,1961,6,1964,1967,652876.12,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,NA
Bristol Bay,Kvichak,1965,3,1967,1968,23983.41,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,24325926
Bristol Bay,Kvichak,1964,4,1966,1968,2400304.91,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,957120
Bristol Bay,Kvichak,1963,5,1966,1968,1005550.91,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,338760
Bristol Bay,Kvichak,1962,6,1965,1968,543814.13,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,NA
Bristol Bay,Kvichak,1966,3,1968,1969,8191.42,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,3755185
Bristol Bay,Kvichak,1965,4,1967,1969,10807493.06,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,24325926
Bristol Bay,Kvichak,1964,5,1967,1969,2902251.65,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,957120
Bristol Bay,Kvichak,1963,6,1966,1969,336812.84,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,338760
Bristol Bay,Kvichak,1967,3,1969,1970,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,3216208
Bristol Bay,Kvichak,1966,4,1968,1970,540663.25,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,3755185
Bristol Bay,Kvichak,1965,5,1968,1970,33828473.31,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,24325926
Bristol Bay,Kvichak,1964,6,1967,1970,456646.45,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,957120
Bristol Bay,Kvichak,1968,3,1970,1971,1788.21,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,2557440
Bristol Bay,Kvichak,1967,4,1969,1971,359863.25,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,3216208
Bristol Bay,Kvichak,1966,5,1969,1971,5454648.65,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,3755185
Bristol Bay,Kvichak,1965,6,1968,1971,1160738.89,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,24325926
Bristol Bay,Kvichak,1969,3,1971,1972,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,8394204
Bristol Bay,Kvichak,1968,4,1970,1972,300687.47,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,2557440
Bristol Bay,Kvichak,1967,5,1970,1972,1314162.73,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,3216208
Bristol Bay,Kvichak,1966,6,1969,1972,517436.38,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,3755185
Bristol Bay,Kvichak,1970,3,1972,1973,611.29,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,13935306
Bristol Bay,Kvichak,1969,4,1971,1973,156158.97,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,8394204
Bristol Bay,Kvichak,1968,5,1971,1973,142572.33,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,2557440
Bristol Bay,Kvichak,1967,6,1970,1973,110022.01000000001,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,3216208
Bristol Bay,Kvichak,1971,3,1973,1974,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,2387392
Bristol Bay,Kvichak,1970,4,1972,1974,74432.89,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,13935306
Bristol Bay,Kvichak,1969,5,1972,1974,4798589.670000001,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,8394204
Bristol Bay,Kvichak,1968,6,1971,1974,188330.52,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,2557440
Bristol Bay,Kvichak,1972,3,1974,1975,4360.07,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1009962
Bristol Bay,Kvichak,1971,4,1973,1975,366195.04,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,2387392
Bristol Bay,Kvichak,1970,5,1973,1975,15288252.31,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,13935306
Bristol Bay,Kvichak,1969,6,1972,1975,558877.73,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,8394204
Bristol Bay,Kvichak,1973,3,1975,1976,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,226554
Bristol Bay,Kvichak,1972,4,1974,1976,1971913.29,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,1009962
Bristol Bay,Kvichak,1971,5,1974,1976,1573419.17,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,2387392
Bristol Bay,Kvichak,1970,6,1973,1976,0,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,13935306
Bristol Bay,Kvichak,1974,3,1976,1977,14322.33,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,4433844
Bristol Bay,Kvichak,1973,4,1975,1977,535346.65,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,226554
Bristol Bay,Kvichak,1972,5,1975,1977,1028557.09,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,1009962
Bristol Bay,Kvichak,1971,6,1974,1977,96670.92,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,2387392
Bristol Bay,Kvichak,1975,3,1977,1978,6365.41,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,13140450
Bristol Bay,Kvichak,1974,4,1976,1978,6367231.03,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,4433844
Bristol Bay,Kvichak,1973,5,1976,1978,1301657.03,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,226554
Bristol Bay,Kvichak,1972,6,1975,1978,243840.73,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,1009962
Bristol Bay,Kvichak,1976,3,1978,1979,5347.5,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1965282
Bristol Bay,Kvichak,1975,4,1977,1979,5783213.01,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,13140450
Bristol Bay,Kvichak,1974,5,1977,1979,18772244.43,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,4433844
Bristol Bay,Kvichak,1973,6,1976,1979,366237.51,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,226554
Bristol Bay,Kvichak,1977,3,1979,1980,43288.74,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1341144
Bristol Bay,Kvichak,1976,4,1978,1980,5994351.09,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,1965282
Bristol Bay,Kvichak,1975,5,1978,1980,31263430.720000003,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,13140450
Bristol Bay,Kvichak,1974,6,1977,1980,630609.51,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,4433844
Bristol Bay,Kvichak,1978,3,1980,1981,1122.31,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,4149288
Bristol Bay,Kvichak,1977,4,1979,1981,2031786.0899999999,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,1341144
Bristol Bay,Kvichak,1976,5,1979,1981,4482443.17,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,1965282
Bristol Bay,Kvichak,1975,6,1978,1981,386001.92,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,13140450
Bristol Bay,Kvichak,1979,3,1981,1982,56365.9,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,11218434
Bristol Bay,Kvichak,1978,4,1980,1982,1628574.33,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,4149288
Bristol Bay,Kvichak,1977,5,1980,1982,892753.69,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,1341144
Bristol Bay,Kvichak,1976,6,1979,1982,234181.22999999998,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,1965282
Bristol Bay,Kvichak,1980,3,1982,1983,1374.28,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,22505268
Bristol Bay,Kvichak,1979,4,1981,1983,18937904.8,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,11218434
Bristol Bay,Kvichak,1978,5,1981,1983,2435918.5999999996,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,4149288
Bristol Bay,Kvichak,1977,6,1980,1983,121673.88,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,1341144
Bristol Bay,Kvichak,1981,3,1983,1984,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1754358
Bristol Bay,Kvichak,1980,4,1982,1984,2552669.4499999997,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,22505268
Bristol Bay,Kvichak,1979,5,1982,1984,20390593.060000002,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,11218434
Bristol Bay,Kvichak,1978,6,1981,1984,987655.45,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,4149288
Bristol Bay,Kvichak,1982,3,1984,1985,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1134840
Bristol Bay,Kvichak,1981,4,1983,1985,750465.49,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,1754358
Bristol Bay,Kvichak,1980,5,1983,1985,9676168.32,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,22505268
Bristol Bay,Kvichak,1979,6,1982,1985,3664906.09,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,11218434
Bristol Bay,Kvichak,1983,3,1985,1986,909.04,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,3569982
Bristol Bay,Kvichak,1982,4,1984,1986,493255.86,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,1134840
Bristol Bay,Kvichak,1981,5,1984,1986,1151183.04,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,1754358
Bristol Bay,Kvichak,1980,6,1983,1986,367100.68,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,22505268
Bristol Bay,Kvichak,1984,3,1986,1987,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,10490670
Bristol Bay,Kvichak,1983,4,1985,1987,9269980.41,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,3569982
Bristol Bay,Kvichak,1982,5,1985,1987,900023.96,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,1134840
Bristol Bay,Kvichak,1981,6,1984,1987,147140.1,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,1754358
Bristol Bay,Kvichak,1985,3,1987,1988,11386.18,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,7211046
Bristol Bay,Kvichak,1984,4,1986,1988,2626449.6199999996,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,10490670
Bristol Bay,Kvichak,1983,5,1986,1988,4106247.04,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,3569982
Bristol Bay,Kvichak,1982,6,1985,1988,115965.77,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,1134840
Bristol Bay,Kvichak,1986,3,1988,1989,1587.56,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1179322
Bristol Bay,Kvichak,1985,4,1987,1989,1094911.71,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,7211046
Bristol Bay,Kvichak,1984,5,1987,1989,18997684.29,AgeClass_2.2,2.2,5_3,37.41,2,2,3,-2,10490670
Bristol Bay,Kvichak,1983,6,1986,1989,390224.43999999994,AgeClass_2.3,2.3,6_3,7.17,2,3,3,-3,3569982
Bristol Bay,Kvichak,1987,3,1989,1990,36268.69,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,6065880
Bristol Bay,Kvichak,1986,4,1988,1990,674943.45,AgeClass_1.2,1.2,4_2,32.98,1,2,2,-2,1179322
