stock_broodyr_age,production_stock_name,production_stock_code,broodyr,returnyr,age,total_broodyr_spawners,total_broodyr_EFS,total_broodyr_age1_smolt,total_broodyr_age2_smolt,total_broodyr_fry_estimate,num_recruits,hatchery_supplementation,active_spawning_channel,major_spawn_events,run_size_type,age_comp_method,stock_ID_quality,big_bar_flag,exclude_SR_modelling_spawners,exclude_SR_modelling_recruits
Quesnel_2016_64,Quesnel,6,2016,2022,64,1081,213,,,2696955,0,,,,post-RSA,Sp. Gr.,3,,Include,Include
Quesnel_2016_72,Quesnel,6,2016,2023,72,1081,213,,,2696955,,,,,in-season-based,,3,,Include,Include
Quesnel_2017_21,Quesnel,6,2017,2019,21,114581,59636,,,7664546,0,,,,post-RSA,Sp. Gr.,3,Affected,Include,Include
Quesnel_2017_31,Quesnel,6,2017,2020,31,114581,59636,,,7664546,0,,,,post-RSA,"Sp. Gr. (HFly), Manual (Mtch)",3,Affected,Include,Include
Quesnel_2017_32,Quesnel,6,2017,2020,32,114581,59636,,,7664546,9,,,,post-RSA,"Sp. Gr. (HFly), Manual (Mtch)",3,Affected,Include,Include
Quesnel_2017_41,Quesnel,6,2017,2021,41,114581,59636,,,7664546,0,,,,post-RSA,Sp. Gr.,3,Affected,Include,Include
Quesnel_2017_42,Quesnel,6,2017,2021,42,114581,59636,,,7664546,120329,,,,post-RSA,Sp. Gr.,3,Affected,Include,Include
Quesnel_2017_43,Quesnel,6,2017,2021,43,114581,59636,,,7664546,0,,,,post-RSA,Sp. Gr.,3,Affected,Include,Include
Quesnel_2017_51,Quesnel,6,2017,2022,51,114581,59636,,,7664546,0,,,,post-RSA,Sp. Gr.,3,,Include,Include
Quesnel_2017_52,Quesnel,6,2017,2022,52,114581,59636,,,7664546,682,,,,post-RSA,Sp. Gr.,3,,Include,Include
Quesnel_2017_53,Quesnel,6,2017,2022,53,114581,59636,,,7664546,0,,,,post-RSA,Sp. Gr.,3,,Include,Include
Quesnel_2017_62,Quesnel,6,2017,2023,62,114581,59636,,,7664546,,,,,in-season-based,,3,,Include,Include
Quesnel_2017_63,Quesnel,6,2017,2023,63,114581,59636,,,7664546,,,,,in-season-based,,3,,Include,Include
Quesnel_2017_64,Quesnel,6,2017,2023,64,114581,59636,,,7664546,,,,,in-season-based,,3,,Include,Include
Quesnel_2017_72,Quesnel,6,2017,2024,72,114581,59636,,,7664546,,,,,in-season-based,,3,,Include,Exclude: in-season data. Low abundance.
Quesnel_2018_21,Quesnel,6,2018,2020,21,817811,332730,,,43106370,0,,Active,,post-RSA,"Sp. Gr. (HFly), Manual (Mtch)",3,Affected,Include,Include
Quesnel_2018_31,Quesnel,6,2018,2021,31,817811,332730,,,43106370,0,,Active,,post-RSA,Sp. Gr.,3,Affected,Include,Include
Quesnel_2018_32,Quesnel,6,2018,2021,32,817811,332730,,,43106370,493,,Active,,post-RSA,Sp. Gr.,3,Affected,Include,Include
Quesnel_2018_41,Quesnel,6,2018,2022,41,817811,332730,,,43106370,0,,Active,,post-RSA,Sp. Gr.,3,,Include,Include
Quesnel_2018_42,Quesnel,6,2018,2022,42,817811,332730,,,43106370,1501181,,Active,,post-RSA,Sp. Gr.,3,,Include,Include
Quesnel_2018_43,Quesnel,6,2018,2022,43,817811,332730,,,43106370,0,,Active,,post-RSA,Sp. Gr.,3,,Include,Include
Quesnel_2018_51,Quesnel,6,2018,2023,51,817811,332730,,,43106370,,,Active,,in-season-based,,3,,Include,Include
Quesnel_2018_52,Quesnel,6,2018,2023,52,817811,332730,,,43106370,78000,,Active,,in-season-based,,3,,Include,Include
Quesnel_2018_53,Quesnel,6,2018,2023,53,817811,332730,,,43106370,,,Active,,in-season-based,,3,,Include,Include
Quesnel_2018_62,Quesnel,6,2018,2024,62,817811,332730,,,43106370,,,Active,,in-season-based,,3,,Include,Exclude: in-season data. Low abundance.
Quesnel_2018_63,Quesnel,6,2018,2024,63,817811,332730,,,43106370,,,Active,,in-season-based,,3,,Include,Exclude: in-season data. Low abundance.
Quesnel_2018_64,Quesnel,6,2018,2024,64,817811,332730,,,43106370,,,Active,,in-season-based,,3,,Include,Exclude: in-season data. Low abundance.
Quesnel_2019_21,Quesnel,6,2019,2021,21,21632,14301,,,5070745,0,,Active,,post-RSA,Sp. Gr.,3,Affected,Include,Include
Quesnel_2019_31,Quesnel,6,2019,2022,31,21632,14301,,,5070745,0,,Active,,post-RSA,Sp. Gr.,3,,Include,Include
Quesnel_2019_32,Quesnel,6,2019,2022,32,21632,14301,,,5070745,0,,Active,,post-RSA,Sp. Gr.,3,,Include,Include
Quesnel_2019_41,Quesnel,6,2019,2023,41,21632,14301,,,5070745,,,Active,,in-season-based,,3,,Include,Include
Quesnel_2019_42,Quesnel,6,2019,2023,42,21632,14301,,,5070745,44000,,Active,,in-season-based,,3,,Include,Include
Quesnel_2019_43,Quesnel,6,2019,2023,43,21632,14301,,,5070745,,,Active,,in-season-based,,3,,Include,Include
Quesnel_2019_51,Quesnel,6,2019,2024,51,21632,14301,,,5070745,,,Active,,in-season-based,,3,,Include,Exclude: in-season data. Low abundance.
Quesnel_2019_52,Quesnel,6,2019,2024,52,21632,14301,,,5070745,2060,,Active,,in-season-based,,3,,Include,Exclude: in-season data. Low abundance.
Quesnel_2019_53,Quesnel,6,2019,2024,53,21632,14301,,,5070745,,,Active,,in-season-based,,3,,Include,Exclude: in-season data. Low abundance.
Quesnel_2020_21,Quesnel,6,2020,2022,21,819,508,,,,0,,,,post-RSA,Sp. Gr.,3,,Include,Include
Quesnel_2020_31,Quesnel,6,2020,2023,31,819,508,,,,,,,,in-season-based,,3,,Include,Include
Quesnel_2020_32,Quesnel,6,2020,2023,32,819,508,,,,,,,,in-season-based,,3,,Include,Include
Quesnel_2020_41,Quesnel,6,2020,2024,41,819,508,,,,,,,,in-season-based,,3,,Include,Exclude: in-season data. Low abundance.
Quesnel_2020_42,Quesnel,6,2020,2024,42,819,508,,,,3183,,,,in-season-based,,3,,Include,Exclude: in-season data. Low abundance.
Quesnel_2020_43,Quesnel,6,2020,2024,43,819,508,,,,,,,,in-season-based,,3,,Include,Exclude: in-season data. Low abundance.
Quesnel_2021_21,Quesnel,6,2021,2023,21,101878,54756,,,,,,,Drought conditions during early spawning period.,in-season-based,,3,,Include,Include
Quesnel_2021_31,Quesnel,6,2021,2024,31,101878,54756,,,,,,,Drought conditions during early spawning period.,in-season-based,,3,,Include,Exclude: in-season data. Low abundance.
Quesnel_2021_32,Quesnel,6,2021,2024,32,101878,54756,,,,187,,,Drought conditions during early spawning period.,in-season-based,,3,,Include,Exclude: in-season data. Low abundance.
Quesnel_2022_21,Quesnel,6,2022,2024,21,827355,414835,,,,,,,,in-season-based,,3,,Include,Exclude: in-season data. Low abundance.
Chilko_1948_21,Chilko,7,1948,1950,21,671025,364597,,,,0,,,,historical,,3,,Include,Include
Chilko_1948_31,Chilko,7,1948,1951,31,671025,364597,,,,0,,,,historical,,3,,Include,Include
Chilko_1948_32,Chilko,7,1948,1951,32,671025,364597,,,,32000,,,,historical,,3,,Include,Include
Chilko_1948_41,Chilko,7,1948,1952,41,671025,364597,,,,0,,,,historical,,3,,Include,Include
Chilko_1948_42,Chilko,7,1948,1952,42,671025,364597,,,,1643062,,,,historical,,3,,Include,Include
Chilko_1948_43,Chilko,7,1948,1952,43,671025,364597,,,,6131,,,,historical,,3,,Include,Include
Chilko_1948_51,Chilko,7,1948,1953,51,671025,364597,,,,0,,,,historical,,3,,Include,Include
Chilko_1948_52,Chilko,7,1948,1953,52,671025,364597,,,,11182,,,,historical,,3,,Include,Include
Chilko_1948_53,Chilko,7,1948,1953,53,671025,364597,,,,254316,,,,historical,,3,,Include,Include
Chilko_1948_62,Chilko,7,1948,1954,62,671025,364597,,,,0,,,,historical,,3,,Include,Include
Chilko_1948_63,Chilko,7,1948,1954,63,671025,364597,,,,1282,,,,historical,,3,,Include,Include
Chilko_1948_64,Chilko,7,1948,1954,64,671025,364597,,,,0,,,,historical,,3,,Include,Include
Chilko_1948_72,Chilko,7,1948,1955,72,671025,364597,,,,0,,,,post-DBE,,3,,Include,Include
Chilko_1949_21,Chilko,7,1949,1951,21,58310,33029,,,,0,,,,historical,,3,,Include,Include
Chilko_1949_31,Chilko,7,1949,1952,31,58310,33029,,,,0,,,,historical,,3,,Include,Include
Chilko_1949_32,Chilko,7,1949,1952,32,58310,33029,,,,3732,,,,historical,,3,,Include,Include
Chilko_1949_41,Chilko,7,1949,1953,41,58310,33029,,,,0,,,,historical,,3,,Include,Include
Chilko_1949_42,Chilko,7,1949,1953,42,58310,33029,,,,560635,,,,historical,,3,,Include,Include
Chilko_1949_43,Chilko,7,1949,1953,43,58310,33029,,,,621,,,,historical,,3,,Include,Include
Chilko_1949_51,Chilko,7,1949,1954,51,58310,33029,,,,0,,,,historical,,3,,Include,Include
Chilko_1949_52,Chilko,7,1949,1954,52,58310,33029,,,,10368,,,,historical,,3,,Include,Include
Chilko_1949_53,Chilko,7,1949,1954,53,58310,33029,,,,46358,,,,historical,,3,,Include,Include
Chilko_1949_62,Chilko,7,1949,1955,62,58310,33029,,,,0,,,,post-DBE,,3,,Include,Include
Chilko_1949_63,Chilko,7,1949,1955,63,58310,33029,,,,1424,,,,post-DBE,,3,,Include,Include
Chilko_1949_64,Chilko,7,1949,1955,64,58310,33029,,,,0,,,,post-DBE,,3,,Include,Include
Chilko_1949_72,Chilko,7,1949,1956,72,58310,33029,,,,0,,,,historical,,3,,Include,Include
Chilko_1950_21,Chilko,7,1950,1952,21,26447,6555,,,,0,,,,historical,,3,,Include,Include
Chilko_1950_31,Chilko,7,1950,1953,31,26447,6555,,,,0,,,,historical,,3,,Include,Include
Chilko_1950_32,Chilko,7,1950,1953,32,26447,6555,,,,1489,,,,historical,,3,,Include,Include
Chilko_1950_41,Chilko,7,1950,1954,41,26447,6555,,,,0,,,,historical,,3,,Include,Include
Chilko_1950_42,Chilko,7,1950,1954,42,26447,6555,,,,183278,,,,historical,,3,,Include,Include
Chilko_1950_43,Chilko,7,1950,1954,43,26447,6555,,,,954,,,,historical,,3,,Include,Include
Chilko_1950_51,Chilko,7,1950,1955,51,26447,6555,,,,0,,,,post-DBE,,3,,Include,Include
Chilko_1950_52,Chilko,7,1950,1955,52,26447,6555,,,,4705,,,,post-DBE,,3,,Include,Include
Chilko_1950_53,Chilko,7,1950,1955,53,26447,6555,,,,15449,,,,post-DBE,,3,,Include,Include
Chilko_1950_62,Chilko,7,1950,1956,62,26447,6555,,,,0,,,,historical,,3,,Include,Include
Chilko_1950_63,Chilko,7,1950,1956,63,26447,6555,,,,0,,,,historical,,3,,Include,Include
Chilko_1950_64,Chilko,7,1950,1956,64,26447,6555,,,,0,,,,historical,,3,,Include,Include
Chilko_1950_72,Chilko,7,1950,1957,72,26447,6555,,,,0,,,,historical,,3,,Include,Include
Chilko_1951_21,Chilko,7,1951,1953,21,118110,57563,,189317,,0,,,,historical,,3,,Include,Include
Chilko_1951_31,Chilko,7,1951,1954,31,118110,57563,,189317,,0,,,,historical,,3,,Include,Include
Chilko_1951_32,Chilko,7,1951,1954,32,118110,57563,,189317,,3925,,,,historical,,3,,Include,Include
Chilko_1951_41,Chilko,7,1951,1955,41,118110,57563,,189317,,0,,,,post-DBE,,3,,Include,Include
Chilko_1951_42,Chilko,7,1951,1955,42,118110,57563,,189317,,644911,,,,post-DBE,,3,,Include,Include
Chilko_1951_43,Chilko,7,1951,1955,43,118110,57563,,189317,,5004,,,,post-DBE,,3,,Include,Include
Chilko_1951_51,Chilko,7,1951,1956,51,118110,57563,,189317,,0,,,,historical,,3,,Include,Include
Chilko_1951_52,Chilko,7,1951,1956,52,118110,57563,,189317,,20763,,,,historical,,3,,Include,Include
Chilko_1951_53,Chilko,7,1951,1956,53,118110,57563,,189317,,74115,,,,historical,,3,,Include,Include
Chilko_1951_62,Chilko,7,1951,1957,62,118110,57563,,189317,,0,,,,historical,,3,,Include,Include
Chilko_1951_63,Chilko,7,1951,1957,63,118110,57563,,189317,,3609,,,,historical,,3,,Include,Include
Chilko_1951_64,Chilko,7,1951,1957,64,118110,57563,,189317,,0,,,,historical,,3,,Include,Include
Chilko_1951_72,Chilko,7,1951,1958,72,118110,57563,,189317,,0,,,,historical,,3,,Include,Include
Chilko_1952_21,Chilko,7,1952,1954,21,490065,233628,22973478,,,0,,,,historical,,3,,Include,Include
Chilko_1952_31,Chilko,7,1952,1955,31,490065,233628,22973478,,,0,,,,post-DBE,,3,,Include,Include
Chilko_1952_32,Chilko,7,1952,1955,32,490065,233628,22973478,,,18732,,,,post-DBE,,3,,Include,Include
Chilko_1952_41,Chilko,7,1952,1956,41,490065,233628,22973478,,,0,,,,historical,,3,,Include,Include
Chilko_1952_42,Chilko,7,1952,1956,42,490065,233628,22973478,,,1763929,,,,historical,,3,,Include,Include
Chilko_1952_43,Chilko,7,1952,1956,43,490065,233628,22973478,,,114,,,,historical,,3,,Include,Include
Chilko_1952_51,Chilko,7,1952,1957,51,490065,233628,22973478,,,0,,,,historical,,3,,Include,Include
Chilko_1952_52,Chilko,7,1952,1957,52,490065,233628,22973478,,,35975,,,,historical,,3,,Include,Include
Chilko_1952_53,Chilko,7,1952,1957,53,490065,233628,22973478,,,38833,,,,historical,,3,,Include,Include
Chilko_1952_62,Chilko,7,1952,1958,62,490065,233628,22973478,,,0,,,,historical,,3,,Include,Include
Chilko_1952_63,Chilko,7,1952,1958,63,490065,233628,22973478,,,893,,,,historical,,3,,Include,Include
Chilko_1952_64,Chilko,7,1952,1958,64,490065,233628,22973478,,,0,,,,historical,,3,,Include,Include
Chilko_1952_72,Chilko,7,1952,1959,72,490065,233628,22973478,,,0,,,,historical,,3,,Include,Include
Chilko_1953_21,Chilko,7,1953,1955,21,201245,94471,,126368,,0,,,,post-DBE,,3,,Include,Include
Chilko_1953_31,Chilko,7,1953,1956,31,201245,94471,,126368,,0,,,,historical,,3,,Include,Include
Chilko_1953_32,Chilko,7,1953,1956,32,201245,94471,,126368,,1172,,,,historical,,3,,Include,Include
Chilko_1953_41,Chilko,7,1953,1957,41,201245,94471,,126368,,0,,,,historical,,3,,Include,Include
Chilko_1953_42,Chilko,7,1953,1957,42,201245,94471,,126368,,514554,,,,historical,,3,,Include,Include
Chilko_1953_43,Chilko,7,1953,1957,43,201245,94471,,126368,,2583,,,,historical,,3,,Include,Include
Chilko_1953_51,Chilko,7,1953,1958,51,201245,94471,,126368,,0,,,,historical,,3,,Include,Include
Chilko_1953_52,Chilko,7,1953,1958,52,201245,94471,,126368,,14004,,,,historical,,3,,Include,Include
Chilko_1953_53,Chilko,7,1953,1958,53,201245,94471,,126368,,86362,,,,historical,,3,,Include,Include
Chilko_1953_62,Chilko,7,1953,1959,62,201245,94471,,126368,,0,,,,historical,,3,,Include,Include
Chilko_1953_63,Chilko,7,1953,1959,63,201245,94471,,126368,,781,,,,historical,,3,,Include,Include
Chilko_1953_64,Chilko,7,1953,1959,64,201245,94471,,126368,,0,,,,historical,,3,,Include,Include
Chilko_1953_72,Chilko,7,1953,1960,72,201245,94471,,126368,,0,,,,post-DBE,,3,,Include,Include
Chilko_1954_21,Chilko,7,1954,1956,21,37743,21247,3007274,,,0,,,,historical,,3,,Include,Include
Chilko_1954_31,Chilko,7,1954,1957,31,37743,21247,3007274,,,0,,,,historical,,3,,Include,Include
Chilko_1954_32,Chilko,7,1954,1957,32,37743,21247,3007274,,,12234,,,,historical,,3,,Include,Include
Chilko_1954_41,Chilko,7,1954,1958,41,37743,21247,3007274,,,0,,,,historical,,3,,Include,Include
Chilko_1954_42,Chilko,7,1954,1958,42,37743,21247,3007274,,,632132,,,,historical,,3,,Include,Include
Chilko_1954_43,Chilko,7,1954,1958,43,37743,21247,3007274,,,2844,,,,historical,,3,,Include,Include
Chilko_1954_51,Chilko,7,1954,1959,51,37743,21247,3007274,,,0,,,,historical,,3,,Include,Include
Chilko_1954_52,Chilko,7,1954,1959,52,37743,21247,3007274,,,4415,,,,historical,,3,,Include,Include
Chilko_1954_53,Chilko,7,1954,1959,53,37743,21247,3007274,,,58891,,,,historical,,3,,Include,Include
Chilko_1954_62,Chilko,7,1954,1960,62,37743,21247,3007274,,,0,,,,post-DBE,,3,,Include,Include
Chilko_1954_63,Chilko,7,1954,1960,63,37743,21247,3007274,,,2233,,,,post-DBE,,3,,Include,Include
Chilko_1954_64,Chilko,7,1954,1960,64,37743,21247,3007274,,,0,,,,post-DBE,,3,,Include,Include
Chilko_1954_72,Chilko,7,1954,1961,72,37743,21247,3007274,,,0,,,,historical,,3,,Include,Include
Chilko_1955_21,Chilko,7,1955,1957,21,132146,75834,,,,0,,,,historical,,3,,Include,Include
Chilko_1955_31,Chilko,7,1955,1958,31,132146,75834,,,,0,,,,historical,,3,,Include,Include
Chilko_1955_32,Chilko,7,1955,1958,32,132146,75834,,,,32418,,,,historical,,3,,Include,Include
Chilko_1955_41,Chilko,7,1955,1959,41,132146,75834,,,,0,,,,historical,,3,,Include,Include
Chilko_1955_42,Chilko,7,1955,1959,42,132146,75834,,,,1407963,,,,historical,,3,,Include,Include
Chilko_1955_43,Chilko,7,1955,1959,43,132146,75834,,,,1373,,,,historical,,3,,Include,Include
Chilko_1955_51,Chilko,7,1955,1960,51,132146,75834,,,,0,,,,post-DBE,,3,,Include,Include
Chilko_1955_52,Chilko,7,1955,1960,52,132146,75834,,,,31011,,,,post-DBE,,3,,Include,Include
Chilko_1955_53,Chilko,7,1955,1960,53,132146,75834,,,,40510,,,,post-DBE,,3,,Include,Include
Chilko_1955_62,Chilko,7,1955,1961,62,132146,75834,,,,0,,,,historical,,3,,Include,Include
Chilko_1955_63,Chilko,7,1955,1961,63,132146,75834,,,,0,,,,historical,,3,,Include,Include
Chilko_1955_64,Chilko,7,1955,1961,64,132146,75834,,,,0,,,,historical,,3,,Include,Include
Chilko_1955_72,Chilko,7,1955,1962,72,132146,75834,,,,0,,,,historical,,3,,Include,Include
Chilko_1956_21,Chilko,7,1956,1958,21,647768,368607,,,,0,,,,historical,,3,,Include,Include
Chilko_1956_31,Chilko,7,1956,1959,31,647768,368607,,,,0,,,,historical,,3,,Include,Include
Chilko_1956_32,Chilko,7,1956,1959,32,647768,368607,,,,13905,,,,historical,,3,,Include,Include
Chilko_1956_41,Chilko,7,1956,1960,41,647768,368607,,,,0,,,,post-DBE,,3,,Include,Include
Chilko_1956_42,Chilko,7,1956,1960,42,647768,368607,,,,2379854,,,,post-DBE,,3,,Include,Include
Chilko_1956_43,Chilko,7,1956,1960,43,647768,368607,,,,75,,,,post-DBE,,3,,Include,Include
Chilko_1956_51,Chilko,7,1956,1961,51,647768,368607,,,,0,,,,historical,,3,,Include,Include
Chilko_1956_52,Chilko,7,1956,1961,52,647768,368607,,,,16684,,,,historical,,3,,Include,Include
Chilko_1956_53,Chilko,7,1956,1961,53,647768,368607,,,,25152,,,,historical,,3,,Include,Include
Chilko_1956_62,Chilko,7,1956,1962,62,647768,368607,,,,0,,,,historical,,3,,Include,Include
Chilko_1956_63,Chilko,7,1956,1962,63,647768,368607,,,,0,,,,historical,,3,,Include,Include
Chilko_1956_64,Chilko,7,1956,1962,64,647768,368607,,,,0,,,,historical,,3,,Include,Include
Chilko_1956_72,Chilko,7,1956,1963,72,647768,368607,,,,0,,,,historical,,3,,Include,Include
Chilko_1957_21,Chilko,7,1957,1959,21,140765,83128,,159392,,0,,,,historical,,3,,Include,Include
Chilko_1957_31,Chilko,7,1957,1960,31,140765,83128,,159392,,0,,,,post-DBE,,3,,Include,Include
Chilko_1957_32,Chilko,7,1957,1960,32,140765,83128,,159392,,76,,,,post-DBE,,3,,Include,Include
Chilko_1957_41,Chilko,7,1957,1961,41,140765,83128,,159392,,0,,,,historical,,3,,Include,Include
Chilko_1957_42,Chilko,7,1957,1961,42,140765,83128,,159392,,117362,,,,historical,,3,,Include,Include
Chilko_1957_43,Chilko,7,1957,1961,43,140765,83128,,159392,,63,,,,historical,,3,,Include,Include
Chilko_1957_51,Chilko,7,1957,1962,51,140765,83128,,159392,,0,,,,historical,,3,,Include,Include
Chilko_1957_52,Chilko,7,1957,1962,52,140765,83128,,159392,,3149,,,,historical,,3,,Include,Include
Chilko_1957_53,Chilko,7,1957,1962,53,140765,83128,,159392,,17578,,,,historical,,3,,Include,Include
Chilko_1957_62,Chilko,7,1957,1963,62,140765,83128,,159392,,0,,,,historical,,3,,Include,Include
Chilko_1957_63,Chilko,7,1957,1963,63,140765,83128,,159392,,0,,,,historical,,3,,Include,Include
Chilko_1957_64,Chilko,7,1957,1963,64,140765,83128,,159392,,0,,,,historical,,3,,Include,Include
Chilko_1957_72,Chilko,7,1957,1964,72,140765,83128,,159392,,0,,,,post-DBE,,3,,Include,Include
Chilko_1958_21,Chilko,7,1958,1960,21,137081,70433,6902846,612971,,0,,,,post-DBE,,3,,Include,Include
Chilko_1958_31,Chilko,7,1958,1961,31,137081,70433,6902846,612971,,0,,,,historical,,3,,Include,Include
Chilko_1958_32,Chilko,7,1958,1961,32,137081,70433,6902846,612971,,4055,,,,historical,,3,,Include,Include
Chilko_1958_41,Chilko,7,1958,1962,41,137081,70433,6902846,612971,,0,,,,historical,,3,,Include,Include
Chilko_1958_42,Chilko,7,1958,1962,42,137081,70433,6902846,612971,,278320,,,,historical,,3,,Include,Include
Chilko_1958_43,Chilko,7,1958,1962,43,137081,70433,6902846,612971,,1711,,,,historical,,3,,Include,Include
Chilko_1958_51,Chilko,7,1958,1963,51,137081,70433,6902846,612971,,0,,,,historical,,3,,Include,Include
Chilko_1958_52,Chilko,7,1958,1963,52,137081,70433,6902846,612971,,13613,,,,historical,,3,,Include,Include
Chilko_1958_53,Chilko,7,1958,1963,53,137081,70433,6902846,612971,,130581,,,,historical,,3,,Include,Include
Chilko_1958_62,Chilko,7,1958,1964,62,137081,70433,6902846,612971,,0,,,,post-DBE,,3,,Include,Include
Chilko_1958_63,Chilko,7,1958,1964,63,137081,70433,6902846,612971,,5091,,,,post-DBE,,3,,Include,Include
Chilko_1958_64,Chilko,7,1958,1964,64,137081,70433,6902846,612971,,0,,,,post-DBE,,3,,Include,Include
Chilko_1958_72,Chilko,7,1958,1965,72,137081,70433,6902846,612971,,0,,,,historical,,3,,Include,Include
Chilko_1959_21,Chilko,7,1959,1961,21,471162,272891,32629026,2478906,,0,,,,historical,,3,,Include,Include
Chilko_1959_31,Chilko,7,1959,1962,31,471162,272891,32629026,2478906,,0,,,,historical,,3,,Include,Include
Chilko_1959_32,Chilko,7,1959,1962,32,471162,272891,32629026,2478906,,23792,,,,historical,,3,,Include,Include
Chilko_1959_41,Chilko,7,1959,1963,41,471162,272891,32629026,2478906,,0,,,,historical,,3,,Include,Include
Chilko_1959_42,Chilko,7,1959,1963,42,471162,272891,32629026,2478906,,2080497,,,,historical,,3,,Include,Include
Chilko_1959_43,Chilko,7,1959,1963,43,471162,272891,32629026,2478906,,1272,,,,historical,,3,,Include,Include
Chilko_1959_51,Chilko,7,1959,1964,51,471162,272891,32629026,2478906,,0,,,,post-DBE,,3,,Include,Include
Chilko_1959_52,Chilko,7,1959,1964,52,471162,272891,32629026,2478906,,18659,,,,post-DBE,,3,,Include,Include
Chilko_1959_53,Chilko,7,1959,1964,53,471162,272891,32629026,2478906,,88363,,,,post-DBE,,3,,Include,Include
Chilko_1959_62,Chilko,7,1959,1965,62,471162,272891,32629026,2478906,,0,,,,historical,,3,,Include,Include
Chilko_1959_63,Chilko,7,1959,1965,63,471162,272891,32629026,2478906,,0,,,,historical,,3,,Include,Include
Chilko_1959_64,Chilko,7,1959,1965,64,471162,272891,32629026,2478906,,0,,,,historical,,3,,Include,Include
Chilko_1959_72,Chilko,7,1959,1966,72,471162,272891,32629026,2478906,,0,,,,historical,,3,,Include,Include
Chilko_1960_21,Chilko,7,1960,1962,21,426607,244864,33817514,1441353,,0,,,,historical,,3,,Include,Include
Chilko_1960_31,Chilko,7,1960,1963,31,426607,244864,33817514,1441353,,0,,,,historical,,3,,Include,Include
Chilko_1960_32,Chilko,7,1960,1963,32,426607,244864,33817514,1441353,,5472,,,,historical,,3,,Include,Include
Chilko_1960_41,Chilko,7,1960,1964,41,426607,244864,33817514,1441353,,0,,,,post-DBE,,3,,Include,Include
Chilko_1960_42,Chilko,7,1960,1964,42,426607,244864,33817514,1441353,,958877,,,,post-DBE,,3,,Include,Include
Chilko_1960_43,Chilko,7,1960,1964,43,426607,244864,33817514,1441353,,1045,,,,post-DBE,,3,,Include,Include
Chilko_1960_51,Chilko,7,1960,1965,51,426607,244864,33817514,1441353,,0,,,,historical,,3,,Include,Include
Chilko_1960_52,Chilko,7,1960,1965,52,426607,244864,33817514,1441353,,5980,,,,historical,,3,,Include,Include
Chilko_1960_53,Chilko,7,1960,1965,53,426607,244864,33817514,1441353,,81961,,,,historical,,3,,Include,Include
Chilko_1960_62,Chilko,7,1960,1966,62,426607,244864,33817514,1441353,,0,,,,historical,,3,,Include,Include
Chilko_1960_63,Chilko,7,1960,1966,63,426607,244864,33817514,1441353,,0,,,,historical,,3,,Include,Include
Chilko_1960_64,Chilko,7,1960,1966,64,426607,244864,33817514,1441353,,0,,,,historical,,3,,Include,Include
Chilko_1960_72,Chilko,7,1960,1967,72,426607,244864,33817514,1441353,,0,,,,historical,,3,,Include,Include
Chilko_1961_21,Chilko,7,1961,1963,21,40315,15038,1593017,117255,,0,,,,historical,,3,,Include,Include
Chilko_1961_31,Chilko,7,1961,1964,31,40315,15038,1593017,117255,,0,,,,post-DBE,,3,,Include,Include
Chilko_1961_32,Chilko,7,1961,1964,32,40315,15038,1593017,117255,,256,,,,post-DBE,,3,,Include,Include
Chilko_1961_41,Chilko,7,1961,1965,41,40315,15038,1593017,117255,,0,,,,historical,,3,,Include,Include
Chilko_1961_42,Chilko,7,1961,1965,42,40315,15038,1593017,117255,,52713,,,,historical,,3,,Include,Include
Chilko_1961_43,Chilko,7,1961,1965,43,40315,15038,1593017,117255,,409,,,,historical,,3,,Include,Include
Chilko_1961_51,Chilko,7,1961,1966,51,40315,15038,1593017,117255,,0,,,,historical,,3,,Include,Include
Chilko_1961_52,Chilko,7,1961,1966,52,40315,15038,1593017,117255,,11583,,,,historical,,3,,Include,Include
Chilko_1961_53,Chilko,7,1961,1966,53,40315,15038,1593017,117255,,4492,,,,historical,,3,,Include,Include
Chilko_1961_62,Chilko,7,1961,1967,62,40315,15038,1593017,117255,,0,,,,historical,,3,,Include,Include
Chilko_1961_63,Chilko,7,1961,1967,63,40315,15038,1593017,117255,,0,,,,historical,,3,,Include,Include
Chilko_1961_64,Chilko,7,1961,1967,64,40315,15038,1593017,117255,,0,,,,historical,,3,,Include,Include
Chilko_1961_72,Chilko,7,1961,1968,72,40315,15038,1593017,117255,,0,,,,historical,,3,,Include,Include
Chilko_1962_21,Chilko,7,1962,1964,21,92467,42125,8808628,54307,,0,,,,post-DBE,,3,,Include,Include
Chilko_1962_31,Chilko,7,1962,1965,31,92467,42125,8808628,54307,,0,,,,historical,,3,,Include,Include
Chilko_1962_32,Chilko,7,1962,1965,32,92467,42125,8808628,54307,,10657,,,,historical,,3,,Include,Include
Chilko_1962_41,Chilko,7,1962,1966,41,92467,42125,8808628,54307,,0,,,,historical,,3,,Include,Include
Chilko_1962_42,Chilko,7,1962,1966,42,92467,42125,8808628,54307,,960609,,,,historical,,3,,Include,Include
Chilko_1962_43,Chilko,7,1962,1966,43,92467,42125,8808628,54307,,0,,,,historical,,3,,Include,Include
Chilko_1962_51,Chilko,7,1962,1967,51,92467,42125,8808628,54307,,0,,,,historical,,3,,Include,Include
Chilko_1962_52,Chilko,7,1962,1967,52,92467,42125,8808628,54307,,13582,,,,historical,,3,,Include,Include
